libro,id,título,campo,antes,después,motivo
innario,inno-428,"Silenzio, silenzio",referencia_biblica,Habacuc 2:20,Habacuc 2:20; Salmo 46:10,Unificación de citas con los equivalentes de otros libros
innario,inno-425,Shalom,referencia_biblica,Giovanni 20:21,Giovanni 20:21; Numeri 6:24-26,Unificación de citas con los equivalentes de otros libros
innario,inno-277,"Meco dimora, o Dio consolatore",referencia_biblica,Efesini 2:8-9; 1 Giovanni 1:9,Efesini 2:8-9; 1 Giovanni 1:9; Luca 24:29,Unificación de citas con los equivalentes de otros libros
innario,inno-420,Santo è il mio Signor,referencia_biblica,Apocalisse 4:8; Matteo 28:19,"Apocalisse 4:8; Matteo 28:19; Apocalisse 4:8, 11",Unificación de citas con los equivalentes de otros libros
innario,inno-137,"Venite, fedeli, lieti ed esultanti",referencia_biblica,Luca 2:1-20; Matteo 1:18-23,Luca 2:1-20; Matteo 1:18-23; Matteo 2:11,Unificación de citas con los equivalentes de otros libros
innario,inno-125,Siam tre re,referencia_biblica,Luca 2:1-20; Matteo 1:18-23,"Luca 2:1-20; Matteo 1:18-23; Matteo 2:1, 2, 11",Unificación de citas con los equivalentes de otros libros
innario,inno-144,È risorto oggi il Signor,referencia_biblica,1 Corinzi 15:3-4; Matteo 28:5-7,1 Corinzi 15:3-4; Matteo 28:5-7; Atti 2:24,Unificación de citas con los equivalentes de otros libros
innario,inno-112,Narratemi la storia,referencia_biblica,Luca 2:1-20; Matteo 1:18-23,Luca 2:1-20; Matteo 1:18-23; 1 Timoteo 1:15,Unificación de citas con los equivalentes de otros libros
innario,inno-200,Gesù ama,referencia_biblica,Giovanni 3:16,Giovanni 3:16; Efesini 5:2; Matteo 19:14; Marco 10:14; Giovanni 15:15,Unificación de citas con los equivalentes de otros libros
innario,inno-286,"È così dolce il nome tuo, Gesù",referencia_biblica,Efesini 2:8-9; 1 Giovanni 1:9,Efesini 2:8-9; 1 Giovanni 1:9; Matteo 1:23,Unificación de citas con los equivalentes de otros libros
innario,inno-161,Gioia nei nostri cuor,referencia_biblica,Giovanni 14:1-3; 1 Tessalonicesi 4:16-17,Giovanni 14:1-3; 1 Tessalonicesi 4:16-17; Apocalisse 19:12,Unificación de citas con los equivalentes de otros libros
innario,inno-518,Maestà,referencia_biblica,Efesini 1:20-23; Rivelazione 5:12,Efesini 1:20-23; Rivelazione 5:12; Giuda 1:25,Unificación de citas con los equivalentes de otros libros
innario,inno-149,Veder Cristo faccia a faccia,referencia_biblica,Giovanni 14:1-3; 1 Tessalonicesi 4:16-17,Giovanni 14:1-3; 1 Tessalonicesi 4:16-17; Apocalisse 22:4,Unificación de citas con los equivalentes de otros libros
innario,inno-099,Teneramente,referencia_biblica,Isaia 53:4-6; Efesini 2:8-9,Isaia 53:4-6; Efesini 2:8-9; Matteo 11:28,Unificación de citas con los equivalentes de otros libros
innario,inno-075,"Prendi, o Dio, la vita mia",referencia_biblica,Giovanni 3:16; Efesini 2:8-9,Giovanni 3:16; Efesini 2:8-9; Filippesi 1:21,Unificación de citas con los equivalentes de otros libros
innario,inno-305,"Così qual sono, Signore mio Re",referencia_biblica,Giovanni 6:37,Giovanni 6:37; Luca 18:13,Unificación de citas con los equivalentes de otros libros
innario,inno-311,"Così qual sono, pien di peccato",referencia_biblica,Giovanni 6:37,Giovanni 6:37; Luca 18:13,Unificación de citas con los equivalentes de otros libros
innario,inno-297,Redento,referencia_biblica,Efesini 2:8-9; 1 Giovanni 1:9,Efesini 2:8-9; 1 Giovanni 1:9; Lamentazioni 3:58,Unificación de citas con los equivalentes de otros libros
innario,inno-403,La storia di Gesù,referencia_biblica,Ebrei 11:1; Romani 5:1-5,Ebrei 11:1; Romani 5:1-5; Salmo 66:16,Unificación de citas con los equivalentes de otros libros
innario,inno-272,Stupenda grazia di Gesù,referencia_biblica,Efesini 2:8-9,"Efesini 2:8-9; 1 Cronache 17:16, 17",Unificación de citas con los equivalentes de otros libros
innario,inno-372,Sulle rive di quel fiume,referencia_biblica,Apocalisse 21:1-4; Filippesi 3:20-21,Apocalisse 21:1-4; Filippesi 3:20-21; Apocalisse 22:1,Unificación de citas con los equivalentes de otros libros
innario,inno-383,Al di là del sol,referencia_biblica,Ebrei 11:1; Romani 5:1-5,Ebrei 11:1; Romani 5:1-5; 1 Corinzi 2:9,Unificación de citas con los equivalentes de otros libros
innario,inno-022,A volte sento un canto,referencia_biblica,Genesi 1:1-31; Salmo 19:1-7,"Genesi 1:1-31; Salmo 19:1-7; Apocalisse 15:2, 3",Unificación de citas con los equivalentes de otros libros
innario,inno-333,Com'è dolce la preghiera,referencia_biblica,Filippesi 4:6-7; Matteo 7:7-8,Filippesi 4:6-7; Matteo 7:7-8; Efesini 6:18; 1 Tessalonicesi 5:17,Unificación de citas con los equivalentes de otros libros
innario,inno-067,Quale amico è il Signor Gesù,referencia_biblica,Giovanni 15:13-15,Giovanni 15:13-15; Filippesi 4:6,Unificación de citas con los equivalentes de otros libros
innario,inno-255,Quale amico in Cristo abbiamo,referencia_biblica,Filipenses 4:6,Filipenses 4:6; Giovanni 15:13-15,Unificación de citas con los equivalentes de otros libros
innario,inno-319,Cammino da solo in giardino,referencia_biblica,Matteo 26:36-46,Matteo 26:36-46; Marco 1:35,Unificación de citas con los equivalentes de otros libros
innario,inno-539,"Son io, Signor",referencia_biblica,Luca 18:13; 1 Pietro 5:6,Luca 18:13; 1 Pietro 5:6; Luca 18:1,Unificación de citas con los equivalentes de otros libros
innario,inno-401,Mi prendi per la mano,referencia_biblica,Ebrei 11:1; Romani 5:1-5,Ebrei 11:1; Romani 5:1-5; Isaia 41:13,Unificación de citas con los equivalentes de otros libros
innario,inno-536,Side by side,referencia_biblica,Filippesi 1:27; 1 Tessalonicesi 4:17,Filippesi 1:27; 1 Tessalonicesi 4:17; Giovanni 17:21,Unificación de citas con los equivalentes de otros libros
innario,inno-371,Son straniero in questa terra,referencia_biblica,Apocalisse 21:1-4; Filippesi 3:20-21,Apocalisse 21:1-4; Filippesi 3:20-21; 2 Corinzi 5:20,Unificación de citas con los equivalentes de otros libros
innario,inno-367,Sto pensando alla bella mia patria,referencia_biblica,Apocalisse 21:1-4; Filippesi 3:20-21,Apocalisse 21:1-4; Filippesi 3:20-21; Daniele 12:3,Unificación de citas con los equivalentes de otros libros
innario,inno-219,Odi tu l'appello del Signore,referencia_biblica,Marco 10:13-16; Matteo 28:19-20,Marco 10:13-16; Matteo 28:19-20; Isaia 6:8,Unificación de citas con los equivalentes de otros libros
innario,inno-448,Spezziamo il pane,referencia_biblica,Atti 2:46; Luca 18:13,Atti 2:46; Luca 18:13; 1 Corinzi 11:23-25,Unificación de citas con los equivalentes de otros libros
innario,inno-435,È la casa un paradiso,referencia_biblica,Giosuè 24:15,Giosuè 24:15; Efesini 5:25,Unificación de citas con los equivalentes de otros libros
innario,inno-436,Fra bei palagi e ville,referencia_biblica,Ebrei 11:16,Ebrei 11:16; 2 Timoteo 1:5,Unificación de citas con los equivalentes de otros libros
innario,inno-115,Se leggo il Vangelo penso a Gesù,referencia_biblica,Luca 2:1-20; Matteo 1:18-23,Luca 2:1-20; Matteo 1:18-23; Matteo 19:14,Unificación de citas con los equivalentes de otros libros
innario,inno-427,Sette volte amen,referencia_biblica,Apocalisse 7:12,Apocalisse 7:12; Salmo 72:19,Unificación de citas con los equivalentes de otros libros
innario,inno-022,A volte sento un canto,autor,Desconocido,Eben E. Rexford,Completado desde Himnario 2009 (himno-339): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-022,A volte sento un canto,compositor,Desconocido,Ira David Sankey,Completado desde Himnario 2009 (himno-339): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-022,A volte sento un canto,year,Desconocido,1901,Completado desde Himnario 2009 (himno-339): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-038,L'Iddio di Abraham,autor,Desconocido,Thomas Olivers,Completado desde Himnario 2009 (himno-010): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-038,L'Iddio di Abraham,compositor,Desconocido,Melodía tradicional judía,Completado desde Himnario 2009 (himno-010): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-067,Quale amico è il Signor Gesù,compositor,Desconocido,Charles C. Converse,Completado desde Himnario 2009 (himno-378): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-067,Quale amico è il Signor Gesù,year,Desconocido,1855,Completado desde Himnario 2009 (himno-378): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-075,"Prendi, o Dio, la vita mia",autor,Desconocido,Frances Ridley Havergal,Completado desde Himnario 2009 (himno-248): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-075,"Prendi, o Dio, la vita mia",compositor,Desconocido,William J. Kirkpatrick,Completado desde Himnario 2009 (himno-248): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-075,"Prendi, o Dio, la vita mia",year,Desconocido,1874,Completado desde Himnario 2009 (himno-248): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-099,Teneramente,autor,Desconocido,Will L. Thompson,Completado desde Himnario 2009 (himno-213): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-099,Teneramente,compositor,Desconocido,Will L. Thompson,Completado desde Himnario 2009 (himno-213): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-099,Teneramente,year,Desconocido,1880,Completado desde Himnario 2009 (himno-213): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-112,Narratemi la storia,autor,Desconocido,A. Katherine Hankey,Completado desde Himnario 2009 (himno-114): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-112,Narratemi la storia,compositor,Desconocido,William Howard Doane,Completado desde Himnario 2009 (himno-114): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-112,Narratemi la storia,year,Desconocido,1866,Completado desde Himnario 2009 (himno-114): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-115,Se leggo il Vangelo penso a Gesù,autor,Desconocido,Jemina T. Luke,Completado desde Himnario 2009 (himno-601): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-115,Se leggo il Vangelo penso a Gesù,compositor,Desconocido,William B. Bradbury,Completado desde Himnario 2009 (himno-601): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-120,"Tu piccola città, Betlem",autor,Desconocido,Phillips Brooks,Completado desde Himnario 2009 (himno-88): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-120,"Tu piccola città, Betlem",compositor,Desconocido,Lewis H. Redner,Completado desde Himnario 2009 (himno-88): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-120,"Tu piccola città, Betlem",year,Desconocido,1868,Completado desde Himnario 2009 (himno-88): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-125,Siam tre re,autor,Desconocido,John H. Hopkins,Completado desde Himnario 2009 (himno-90): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-125,Siam tre re,compositor,Desconocido,John H. Hopkins,Completado desde Himnario 2009 (himno-90): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-125,Siam tre re,year,Desconocido,1857,Completado desde Himnario 2009 (himno-90): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-127,Dal cielo scesero gli angeli,compositor,Desconocido,Villancico tradicional francés,Completado desde Himnario 2009 (himno-92): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-131,"Va, dillo a tutto il mondo",autor,Desconocido,Negro Spiritual,Completado desde Himnario 2009 (himno-84): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-131,"Va, dillo a tutto il mondo",compositor,Desconocido,Negro Spiritual,Completado desde Himnario 2009 (himno-84): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-137,"Venite, fedeli, lieti ed esultanti",autor,Desconocido,John F. Wade,Completado desde Himnario 2009 (himno-87): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-137,"Venite, fedeli, lieti ed esultanti",compositor,Desconocido,"Cantus Diversi, John F. Wade, 1751",Completado desde Himnario 2009 (himno-87): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-137,"Venite, fedeli, lieti ed esultanti",year,Desconocido,1751,Completado desde Himnario 2009 (himno-87): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-144,È risorto oggi il Signor,autor,Desconocido,Charles Wesley,Completado desde Himnario 2009 (himno-105): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-144,È risorto oggi il Signor,compositor,Desconocido,Lyra Davidica,Completado desde Himnario 2009 (himno-105): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-144,È risorto oggi il Signor,year,Desconocido,1739,Completado desde Himnario 2009 (himno-105): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-149,Veder Cristo faccia a faccia,autor,Desconocido,Carrie E. Breck,Completado desde Himnario 2009 (himno-162): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-149,Veder Cristo faccia a faccia,compositor,Desconocido,Grant Colfax Tullar,Completado desde Himnario 2009 (himno-162): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-149,Veder Cristo faccia a faccia,year,Desconocido,1898,Completado desde Himnario 2009 (himno-162): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-161,Gioia nei nostri cuor,autor,Desconocido,Matthew Bridges; Godfrey Thring,Completado desde Himnario 2009 (himno-156): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-161,Gioia nei nostri cuor,compositor,Desconocido,George J. Elvey,Completado desde Himnario 2009 (himno-156): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-161,Gioia nei nostri cuor,year,Desconocido,1868,Completado desde Himnario 2009 (himno-156): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-200,Gesù ama,autor,Desconocido,Anna Bartlett Warner,Completado desde Himnario 2009 (himno-119): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-200,Gesù ama,compositor,Desconocido,William Batchelder Bradbury,Completado desde Himnario 2009 (himno-119): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-200,Gesù ama,year,Desconocido,1862,Completado desde Himnario 2009 (himno-119): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-219,Odi tu l'appello del Signore,autor,Desconocido,Daniel March,Completado desde Himnario 2009 (himno-563): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-219,Odi tu l'appello del Signore,compositor,Desconocido,Franklin E. Belden,Completado desde Himnario 2009 (himno-563): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-219,Odi tu l'appello del Signore,year,Desconocido,1868,Completado desde Himnario 2009 (himno-563): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-245,Rocca eterna vengo a te,autor,Desconocido,Augustus M. Toplady,Completado desde Himnario 2009 (himno-307): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-245,Rocca eterna vengo a te,compositor,Desconocido,Thomas Hastings,Completado desde Himnario 2009 (himno-307): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-245,Rocca eterna vengo a te,year,Desconocido,1776,Completado desde Himnario 2009 (himno-307): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-255,Quale amico in Cristo abbiamo,year,Desconocido,1855,Completado desde Himnario 2009 (himno-378): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-270,Grazia infinita del mio Signor,autor,Desconocido,Julia H. Johnston,Completado desde Himnario 2009 (himno-305): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-270,Grazia infinita del mio Signor,compositor,Desconocido,Daniel B. Towner,Completado desde Himnario 2009 (himno-305): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-270,Grazia infinita del mio Signor,year,Desconocido,1911,Completado desde Himnario 2009 (himno-305): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-272,Stupenda grazia di Gesù,autor,Desconocido,John Newton,Completado desde Himnario 2009 (himno-303): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-272,Stupenda grazia di Gesù,compositor,Desconocido,"Virginia Harmony, 1831",Completado desde Himnario 2009 (himno-303): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-272,Stupenda grazia di Gesù,year,Desconocido,1779,Completado desde Himnario 2009 (himno-303): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-277,"Meco dimora, o Dio consolatore",autor,Desconocido,Henry F. Lyte,Completado desde Himnario 2009 (himno-052): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-277,"Meco dimora, o Dio consolatore",compositor,Desconocido,William H. Monk,Completado desde Himnario 2009 (himno-052): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-277,"Meco dimora, o Dio consolatore",year,Desconocido,1847,Completado desde Himnario 2009 (himno-052): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-286,"È così dolce il nome tuo, Gesù",autor,Desconocido,William C. Martin,Completado desde Himnario 2009 (himno-128): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-286,"È così dolce il nome tuo, Gesù",compositor,Desconocido,Edmund S. Lorenz,Completado desde Himnario 2009 (himno-128): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-286,"È così dolce il nome tuo, Gesù",year,Desconocido,1901,Completado desde Himnario 2009 (himno-128): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-297,Redento,autor,Desconocido,Fanny J. Crosby,Completado desde Himnario 2009 (himno-297): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-297,Redento,compositor,Desconocido,A. L. Butler,Completado desde Himnario 2009 (himno-297): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-297,Redento,year,Desconocido,1967,Completado desde Himnario 2009 (himno-297): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-305,"Così qual sono, Signore mio Re",autor,Desconocido,Charlotte Elliott,Completado desde Himnario 2009 (himno-249): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-305,"Così qual sono, Signore mio Re",year,Desconocido,1836,Completado desde Himnario 2009 (himno-249): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-311,"Così qual sono, pien di peccato",autor,Desconocido,Charlotte Elliott,Completado desde Himnario 2009 (himno-249): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-311,"Così qual sono, pien di peccato",year,Desconocido,1836,Completado desde Himnario 2009 (himno-249): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-319,Cammino da solo in giardino,autor,Desconocido,Charles Austin Miles,Completado desde Himnario 2009 (himno-382): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-319,Cammino da solo in giardino,compositor,Desconocido,Charles Austin Miles,Completado desde Himnario 2009 (himno-382): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-333,Com'è dolce la preghiera,autor,Desconocido,William W. Walford,Completado desde Himnario 2009 (himno-376): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-333,Com'è dolce la preghiera,compositor,Desconocido,William B. Bradbury,Completado desde Himnario 2009 (himno-376): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-333,Com'è dolce la preghiera,year,Desconocido,1842,Completado desde Himnario 2009 (himno-376): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-340,Più presso a te,autor,Desconocido,Sara F. Adams,Completado desde Himnario 2009 (himno-446): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-340,Più presso a te,compositor,Desconocido,Lowell Mason,Completado desde Himnario 2009 (himno-446): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-340,Più presso a te,year,Desconocido,1841,Completado desde Himnario 2009 (himno-446): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-367,Sto pensando alla bella mia patria,autor,Desconocido,Eliza E. Hewitt,Completado desde Himnario 2009 (himno-555): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-367,Sto pensando alla bella mia patria,compositor,Desconocido,John R. Sweney,Completado desde Himnario 2009 (himno-555): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-367,Sto pensando alla bella mia patria,year,Desconocido,1897,Completado desde Himnario 2009 (himno-555): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-371,Son straniero in questa terra,autor,Desconocido,Elijah Taylor Cassel,Completado desde Himnario 2009 (himno-551): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-371,Son straniero in questa terra,compositor,Desconocido,Flora H. Cassel,Completado desde Himnario 2009 (himno-551): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-371,Son straniero in questa terra,year,Desconocido,1902,Completado desde Himnario 2009 (himno-551): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-372,Sulle rive di quel fiume,autor,Desconocido,Robert Lowry,Completado desde Himnario 2009 (himno-328): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-372,Sulle rive di quel fiume,compositor,Desconocido,Robert Lowry,Completado desde Himnario 2009 (himno-328): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-372,Sulle rive di quel fiume,year,Desconocido,1864,Completado desde Himnario 2009 (himno-328): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-383,Al di là del sol,autor,Desconocido,Emiliano Ponce,Completado desde Himnario 2009 (himno-333): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-383,Al di là del sol,compositor,Desconocido,Emiliano Ponce,Completado desde Himnario 2009 (himno-333): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-383,Al di là del sol,year,Desconocido,1950,Completado desde Himnario 2009 (himno-333): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-394,Forte rocca,year,Desconocido,1529,Completado desde Himnario 2009 (himno-400): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-397,L'Eterno è il mio pastore,compositor,Desconocido,Ira David Sankey,Completado desde Himnario 2009 (himno-422): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-397,L'Eterno è il mio pastore,year,Desconocido,1876,Completado desde Himnario 2009 (himno-422): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-401,Mi prendi per la mano,autor,Desconocido,Thomas A. Dorsey,Completado desde Himnario 2009 (himno-479): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-401,Mi prendi per la mano,compositor,Desconocido,George N. Allen,Completado desde Himnario 2009 (himno-479): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-401,Mi prendi per la mano,year,Desconocido,1932,Completado desde Himnario 2009 (himno-479): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-403,La storia di Gesù,autor,Desconocido,Katherine Hankey,Completado desde Himnario 2009 (himno-302): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-403,La storia di Gesù,compositor,Desconocido,William G. Fischer,Completado desde Himnario 2009 (himno-302): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-403,La storia di Gesù,year,Desconocido,1866,Completado desde Himnario 2009 (himno-302): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-410,"Santo, Santo, Santo",autor,Desconocido,Reginald Heber,Completado desde Himnario 2009 (himno-061): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-410,"Santo, Santo, Santo",compositor,Desconocido,John B. Dykes,Completado desde Himnario 2009 (himno-061): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-410,"Santo, Santo, Santo",year,Desconocido,1826,Completado desde Himnario 2009 (himno-061): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-420,Santo è il mio Signor,autor,Desconocido,John Philipp Neumann,Completado desde Himnario 2009 (himno-062): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-420,Santo è il mio Signor,compositor,Desconocido,Franz P. Schubert,Completado desde Himnario 2009 (himno-062): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-420,Santo è il mio Signor,year,Desconocido,1827,Completado desde Himnario 2009 (himno-062): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-425,Shalom,autor,Desconocido,Wayne Hooper,Completado desde Himnario 2009 (himno-040): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-425,Shalom,compositor,Desconocido,Melodía tradicional hebrea,Completado desde Himnario 2009 (himno-040): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-425,Shalom,year,Desconocido,1974,Completado desde Himnario 2009 (himno-040): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-428,"Silenzio, silenzio",autor,Desconocido,Fanny J. Crosby,Completado desde Himnario 2009 (himno-023): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-428,"Silenzio, silenzio",compositor,Desconocido,William H. Doane,Completado desde Himnario 2009 (himno-023): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-435,È la casa un paradiso,autor,Desconocido,"Henry Ware, Jr.",Completado desde Himnario 2009 (himno-592): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-435,È la casa un paradiso,compositor,Desconocido,John B. Dykes,Completado desde Himnario 2009 (himno-592): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-435,È la casa un paradiso,year,Desconocido,1866,Completado desde Himnario 2009 (himno-592): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-448,Spezziamo il pane,autor,Desconocido,Negro Spiritual,Completado desde Himnario 2009 (himno-585): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-450,Come la cerva,autor,Desconocido,Martin Nystrom,Completado desde Himnario 2009 (himno-432): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-450,Come la cerva,compositor,Desconocido,Martin Nystrom,Completado desde Himnario 2009 (himno-432): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-450,Come la cerva,year,Desconocido,1984,Completado desde Himnario 2009 (himno-432): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-466,Erano novantanove,autor,Desconocido,Elizabeth C. Clephane,Completado desde Himnario 2009 (himno-126): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-466,Erano novantanove,compositor,Desconocido,Ira D. Sankey,Completado desde Himnario 2009 (himno-126): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-466,Erano novantanove,year,Desconocido,1868,Completado desde Himnario 2009 (himno-126): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-476,Apri i miei occhi,autor,Desconocido,Robert Cull,Completado desde Himnario 2009 (himno-030): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-476,Apri i miei occhi,compositor,Desconocido,Robert Cull,Completado desde Himnario 2009 (himno-030): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-476,Apri i miei occhi,year,Desconocido,1976,Completado desde Himnario 2009 (himno-030): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-518,Maestà,year,Desconocido,1981,Completado desde Himnario 2009 (himno-157): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-536,Side by side,year,Desconocido,1972,Completado desde Himnario 2009 (himno-485): el equivalente lo tiene y aquí estaba vacío/Desconocido
innario,inno-001,Un nuovo canto a te innalziamo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-001,Un nuovo canto a te innalziamo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-001,Un nuovo canto a te innalziamo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
